brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,desc
Chevrolet,Camaro 2SS,2016,"74,000 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$32,000 ","Chevrolet Camaro 2SS 2016, Black exterior, Black interior, 74,000 mi., 455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Chevrolet,Silverado 1500 Hybrid 1HY,2011,"82,963 mi.",Hybrid,332.0HP 6.0L 8 Cylinder Engine Gas/Electric Hybrid,4-Speed A/T,White,Black,None reported,Yes,"$20,995 ","Chevrolet Silverado 1500 Hybrid 1HY 2011, White exterior, Black interior, 82,963 mi., 332.0HP 6.0L 8 Cylinder Engine Gas/Electric Hybrid, 4-Speed A/T, Hybrid, None reported"
Cadillac,XT5 Luxury,2019,"54,323 mi.",Gasoline,3.6 Liter DOHC,Automatic,Red,Beige,None reported,,"$27,998 ","Cadillac XT5 Luxury 2019, Red exterior, Beige interior, 54,323 mi., 3.6 Liter DOHC, Automatic, Gasoline, None reported"
Nissan,Armada SL,2019,"59,980 mi.",Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,"$29,000 ","Nissan Armada SL 2019, Silver exterior, Black interior, 59,980 mi., 390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel, 7-Speed A/T, Gasoline, None reported"
Audi,Q5 S line Premium,2022,"10,120 mi.",Hybrid,2.0 Liter TFSI,Automatic,Navarre Blue,Gray,None reported,,"$39,998 ","Audi Q5 S line Premium 2022, Navarre Blue exterior, Gray interior, 10,120 mi., 2.0 Liter TFSI, Automatic, Hybrid, None reported"
BMW,X6 M Base,2017,"25,000 mi.",Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,"$65,000 ","BMW X6 M Base 2017, White exterior, Red interior, 25,000 mi., 567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, At least 1 accident or damage reported"
BMW,740 i,2012,"126,000 mi.",Gasoline,326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$12,700 ","BMW 740 i 2012, Black exterior, Black interior, 126,000 mi., 326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
Toyota,Sequoia TRD Pro,2020,"37,428 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,"$61,599 ","Toyota Sequoia TRD Pro 2020, White exterior, Black interior, 37,428 mi., 381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel, 6-Speed A/T, Gasoline, None reported"
Volkswagen,Jetta GLI,2014,"99,499 mi.",Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,"$15,000 ","Volkswagen Jetta GLI 2014, Black exterior, Black interior, 99,499 mi., 210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, At least 1 accident or damage reported"
Honda,Crosstour EX-L,2012,"90,742 mi.",Gasoline,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,"$12,980 ","Honda Crosstour EX-L 2012, Gray exterior, Gray interior, 90,742 mi., 192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Land,Rover Range Rover Sport Supercharged,2014,"125,000 mi.",E85 Flex Fuel,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,"$22,500 ","Land Rover Range Rover Sport Supercharged 2014, White exterior, Brown interior, 125,000 mi., 510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability, 8-Speed A/T, E85 Flex Fuel, At least 1 accident or damage reported"
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,2018,"71,669 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,"$20,000 ","Hyundai Santa Fe Sport 2.0L Turbo Ultimate 2018, Blue exterior, Black interior, 71,669 mi., 240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Cadillac,XT5 Luxury,2019,"44,692 mi.",Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Bronze Dune Metallic,Shara Beige,None reported,,"$32,368 ","Cadillac XT5 Luxury 2019, Bronze Dune Metallic exterior, Shara Beige interior, 44,692 mi., 3.6L V6 24V GDI DOHC, 8-Speed Automatic, Gasoline, None reported"
Jaguar,F-TYPE R,2018,"16,002 mi.",Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,"$74,900 ","Jaguar F-TYPE R 2018, Black exterior, Red interior, 16,002 mi., 550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Toyota,FJ Cruiser Base,2014,"86,000 mi.",Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,"$41,500 ","Toyota FJ Cruiser Base 2014, Blue exterior, Black interior, 86,000 mi., 260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel, 5-Speed A/T, Gasoline, None reported"
Toyota,Tundra SR5,2019,"56,000 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,"$42,000 ","Toyota Tundra SR5 2019, Blue exterior, Black interior, 56,000 mi., 381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel, 6-Speed A/T, Gasoline, None reported"
Nissan,300ZX Base,1993,"168,000 mi.",–,–,5-Speed M/T,White,Black,None reported,Yes,"$7,000 ","Nissan 300ZX Base 1993, White exterior, Black interior, 168,000 mi., –, 5-Speed M/T, –, None reported"
RAM,1500 Sport,2017,"41,789 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,At least 1 accident or damage reported,Yes,"$42,500 ","RAM 1500 Sport 2017, Green exterior, Black interior, 41,789 mi., 395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
Ford,Focus SE,2014,"60,109 mi.",E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,None reported,Yes,"$9,499 ","Ford Focus SE 2014, Gray exterior, Black interior, 60,109 mi., 160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability, 6-Speed A/T, E85 Flex Fuel, None reported"
Mercedes-Benz,GLE 350 Base 4MATIC,2020,"48,000 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$49,995 ","Mercedes-Benz GLE 350 Base 4MATIC 2020, Black exterior, Black interior, 48,000 mi., 255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Acura,TL Type S,2008,"122,000 mi.",Gasoline,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,"$11,500 ","Acura TL Type S 2008, Gray exterior, Beige interior, 122,000 mi., 286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, None reported"
Land,Rover Range Rover HSE,2012,"102,800 mi.",Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,None reported,Yes,"$16,000 ","Land Rover Range Rover HSE 2012, Gold exterior, Brown interior, 102,800 mi., 385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
MINI,Convertible Cooper,2022,"15,544 mi.",Gasoline,134.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,,,"$28,000 ","MINI Convertible Cooper 2022, Blue exterior, Brown interior, 15,544 mi., 134.0HP 1.5L 3 Cylinder Engine Gasoline Fuel, A/T, Gasoline, nan"
Mazda,CX-9 Signature,2019,"69,771 mi.",Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,Yes,"$27,500 ","Mazda CX-9 Signature 2019, Black exterior, Red interior, 69,771 mi., 227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Acura,TLX Tech,2023,"2,118 mi.",Gasoline,2.0 Liter DOHC Turbo,Automatic,Red,Black,None reported,,"$41,998 ","Acura TLX Tech 2023, Red exterior, Black interior, 2,118 mi., 2.0 Liter DOHC Turbo, Automatic, Gasoline, None reported"
Ford,F-150 Raptor,2021,"28,260 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Blue,None reported,Yes,"$72,950 ","Ford F-150 Raptor 2021, Blue exterior, Blue interior, 28,260 mi., 450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, 10-Speed A/T, Gasoline, None reported"
Honda,Civic Si Base,2020,"6,025 mi.",Gasoline,205.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,None reported,Yes,"$27,500 ","Honda Civic Si Base 2020, Gray exterior, Gray interior, 6,025 mi., 205.0HP 1.5L 4 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, None reported"
Hyundai,Elantra SE,2018,"32,697 mi.",Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"$15,900 ","Hyundai Elantra SE 2018, Gray exterior, Gray interior, 32,697 mi., 147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, 6-Speed A/T, Gasoline, At least 1 accident or damage reported"
Ford,Excursion Limited,2001,"239,000 mi.",Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,"$8,000 ","Ford Excursion Limited 2001, White exterior, – interior, 239,000 mi., 310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Jaguar,F-TYPE S British Design Edition,2017,"34,150 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$45,999 ","Jaguar F-TYPE S British Design Edition 2017, Black exterior, Black interior, 34,150 mi., 380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Honda,Ridgeline RTL-E,2022,"9,642 mi.",Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Radiant Red Metallic II,Black,None reported,,"$38,999 ","Honda Ridgeline RTL-E 2022, Radiant Red Metallic II exterior, Black interior, 9,642 mi., 3.5L V6 24V GDI SOHC, 9-Speed Automatic, Gasoline, None reported"
Pontiac,G6 GTP,2006,"100,545 mi.",Gasoline,201.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,None reported,Yes,"$5,995 ","Pontiac G6 GTP 2006, Gray exterior, Black interior, 100,545 mi., 201.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, 4-Speed A/T, Gasoline, None reported"
Mercedes-Benz,C-Class C300 4MATIC,2021,"11,111 mi.",Gasoline,2.0 Liter Turbo,Automatic,Gray,Black,None reported,,"$38,998 ","Mercedes-Benz C-Class C300 4MATIC 2021, Gray exterior, Black interior, 11,111 mi., 2.0 Liter Turbo, Automatic, Gasoline, None reported"
Toyota,FJ Cruiser Base,2007,"162,000 mi.",Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,"$23,977 ","Toyota FJ Cruiser Base 2007, Black exterior, Black interior, 162,000 mi., 239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel, 5-Speed A/T, Gasoline, None reported"
Buick,Enclave Premium,2020,"87,555 mi.",Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Dark Moon Blue Metallic,Dark Galvanized,At least 1 accident or damage reported,Yes,"$31,650 ","Buick Enclave Premium 2020, Dark Moon Blue Metallic exterior, Dark Galvanized interior, 87,555 mi., 3.6L V6 24V GDI DOHC, 9-Speed Automatic, Gasoline, At least 1 accident or damage reported"
Chevrolet,Tahoe LTZ,2015,"102,200 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$25,000 ","Chevrolet Tahoe LTZ 2015, Silver exterior, Black interior, 102,200 mi., 355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Bentley,Continental GTC V8,2013,"18,950 mi.",Gasoline,500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$77,999 ","Bentley Continental GTC V8 2013, White exterior, Black interior, 18,950 mi., 500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, None reported"
Mercedes-Benz,SLK-Class SLK 350,2015,"16,000 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,At least 1 accident or damage reported,Yes,"$30,500 ","Mercedes-Benz SLK-Class SLK 350 2015, White exterior, Red interior, 16,000 mi., 302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, 7-Speed A/T, Gasoline, At least 1 accident or damage reported"
Cadillac,Escalade Premium Luxury,2022,"19,250 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,"$86,999 ","Cadillac Escalade Premium Luxury 2022, Black exterior, Black interior, 19,250 mi., 420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel, 10-Speed A/T, Gasoline, None reported"
BMW,535 i xDrive,2015,"65,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,"$24,995 ","BMW 535 i xDrive 2015, Silver exterior, Black interior, 65,000 mi., 300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, None reported"
MINI,Cooper S Base,2007,"110,022 mi.",Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$6,250 ","MINI Cooper S Base 2007, Silver exterior, Black interior, 110,022 mi., 172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, None reported"
Bentley,Continental GT Base,2012,"79,089 mi.",E85 Flex Fuel,567.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,"$46,999 ","Bentley Continental GT Base 2012, White exterior, Beige interior, 79,089 mi., 567.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability, A/T, E85 Flex Fuel, None reported"
Lexus,GX 460 Premium,2023,"2,533 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$64,900 ","Lexus GX 460 Premium 2023, Black exterior, Black interior, 2,533 mi., 301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Audi,Q7 3.0T Premium Plus,2014,"96,273 mi.",Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$15,495 ","Audi Q7 3.0T Premium Plus 2014, Silver exterior, Black interior, 96,273 mi., 280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, At least 1 accident or damage reported"
Cadillac,CT6 Luxury,2020,"22,187 mi.",Gasoline,3.6L V6 24V GDI DOHC,10-Speed Automatic,Manhattan Noir Metallic,Shara Beige,At least 1 accident or damage reported,Yes,"$45,480 ","Cadillac CT6 Luxury 2020, Manhattan Noir Metallic exterior, Shara Beige interior, 22,187 mi., 3.6L V6 24V GDI DOHC, 10-Speed Automatic, Gasoline, At least 1 accident or damage reported"
GMC,Sierra 1500 SL Crew Cab,2009,"137,000 mi.",Gasoline,295.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Red,–,None reported,Yes,"$20,000 ","GMC Sierra 1500 SL Crew Cab 2009, Red exterior, – interior, 137,000 mi., 295.0HP 4.8L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Nissan,GT-R Premium,2009,"60,747 mi.",Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,At least 1 accident or damage reported,Yes,"$71,999 ","Nissan GT-R Premium 2009, White exterior, – interior, 60,747 mi., 480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel, 6-Speed A/T, Gasoline, At least 1 accident or damage reported"
Dodge,Ram 1500 ST,2007,"36,500 mi.",Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,"$16,000 ","Dodge Ram 1500 ST 2007, Blue exterior, Gray interior, 36,500 mi., 210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Ford,Bronco Outer Banks,2021,"19,590 mi.",Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,"$54,999 ","Ford Bronco Outer Banks 2021, Blue exterior, Gray interior, 19,590 mi., 315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel, 10-Speed A/T, Gasoline, None reported"
Nissan,GT-R Black Edition,2015,"16,850 mi.",Gasoline,545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$95,000 ","Nissan GT-R Black Edition 2015, White exterior, Black interior, 16,850 mi., 545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, None reported"
Cadillac,Escalade ESV Sport,2021,"4,500 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,,,"$105,000 ","Cadillac Escalade ESV Sport 2021, White exterior, Beige interior, 4,500 mi., 420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel, 10-Speed A/T, Gasoline, nan"
Chevrolet,Cruze LT,2012,"194,000 mi.",Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,White,At least 1 accident or damage reported,Yes,"$4,900 ","Chevrolet Cruze LT 2012, Gray exterior, White interior, 194,000 mi., 138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel, 6-Speed A/T, Gasoline, At least 1 accident or damage reported"
Lexus,GX 460 Base,2020,"48,210 mi.",Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Nebula Gray Pearl,Rioja Red,At least 1 accident or damage reported,Yes,"$47,449 ","Lexus GX 460 Base 2020, Nebula Gray Pearl exterior, Rioja Red interior, 48,210 mi., 4.6L V8 32V MPFI DOHC, 6-Speed Automatic, Gasoline, At least 1 accident or damage reported"
BMW,750 i,2018,"81,500 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,"$41,250 ","BMW 750 i 2018, White exterior, White interior, 81,500 mi., 445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Ford,F-150 XLT,2021,"77,107 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,,,"$39,995 ","Ford F-150 XLT 2021, Agate Black Metallic exterior, Black interior, 77,107 mi., 3.5L V6 24V PDI DOHC Twin Turbo, 10-Speed Automatic, Gasoline, nan"
BMW,535 i xDrive,2015,"58,664 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$20,950 ","BMW 535 i xDrive 2015, Blue exterior, Gray interior, 58,664 mi., 300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, At least 1 accident or damage reported"
Mitsubishi,Montero Limited,2004,"145,000 mi.",Gasoline,215.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$8,950 ","Mitsubishi Montero Limited 2004, Silver exterior, Black interior, 145,000 mi., 215.0HP 3.8L V6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Lexus,LS 500 F Sport,2018,"15,055 mi.",Gasoline,416.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$59,000 ","Lexus LS 500 F Sport 2018, White exterior, Black interior, 15,055 mi., 416.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Tesla,Model S 85D,2015,"67,647 mi.",,422.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Beige,None reported,Yes,"$28,000 ","Tesla Model S 85D 2015, Blue exterior, Beige interior, 67,647 mi., 422.0HP Electric Motor Electric Fuel System, 1-Speed A/T, nan, None reported"
Lexus,LC 500 Base,2021,915 mi.,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,White,None reported,Yes,"$159,000 ","Lexus LC 500 Base 2021, Blue exterior, White interior, 915 mi., 471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel, 10-Speed A/T, Gasoline, None reported"
Mazda,MX-5 Miata Shinsen,2003,"46,873 mi.",Gasoline,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Blue,None reported,Yes,"$11,500 ","Mazda MX-5 Miata Shinsen 2003, Gray exterior, Blue interior, 46,873 mi., 142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel, 5-Speed M/T, Gasoline, None reported"
Cadillac,Escalade ESV Premium Luxury,2021,"53,169 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$81,500 ","Cadillac Escalade ESV Premium Luxury 2021, Black exterior, Black interior, 53,169 mi., 420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Lexus,GX 460 Premium,2022,"35,700 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$51,900 ","Lexus GX 460 Premium 2022, Silver exterior, Gray interior, 35,700 mi., 301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
Nissan,Pathfinder Platinum,2014,"112,600 mi.",Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,At least 1 accident or damage reported,Yes,"$13,000 ","Nissan Pathfinder Platinum 2014, Black exterior, Black interior, 112,600 mi., 260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, CVT Transmission, Gasoline, At least 1 accident or damage reported"
GMC,Yukon SLE,2015,"112,552 mi.",Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Onyx Black,Jet Black,At least 1 accident or damage reported,Yes,"$24,440 ","GMC Yukon SLE 2015, Onyx Black exterior, Jet Black interior, 112,552 mi., 5.3L V8 16V GDI OHV, 6-Speed Automatic, Gasoline, At least 1 accident or damage reported"
BMW,M3 Base,2003,"127,273 mi.",Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$15,000 ","BMW M3 Base 2003, Silver exterior, Black interior, 127,273 mi., 333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, None reported"
Lexus,IS 250 Base,2007,"189,887 mi.",Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,"$3,995 ","Lexus IS 250 Base 2007, White exterior, – interior, 189,887 mi., 204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
BMW,640 i,2012,"76,465 mi.",Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,"$22,500 ","BMW 640 i 2012, White exterior, Beige interior, 76,465 mi., 315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, At least 1 accident or damage reported"
